Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-ch.fhir.ig.ch-umzh-connect.json	18529	-	0	0	0	0	0	0	15	71	0	0	0	0	0	0	0	1	0	0	95	269	0	0	0	0	6	0	1
fsh-generated/resources/ActorDefinition-ch-umzh-connect-fulfiller.json	467	3	0	0	2	0	0	0	0	10	0	0	0	0	1	0	0	0	0	0	11	30	0	0	0	0	0	0	0
fsh-generated/resources/ActorDefinition-ch-umzh-connect-placer.json	461	2	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	10	15	0	0	0	0	1	0	0
fsh-generated/resources/AllergyIntolerance-AllergyGado.json	585	2	0	0	0	0	0	0	0	982	0	0	0	0	0	0	0	0	0	0	6	13	0	0	0	1	0	0	0
fsh-generated/resources/Appointment-AppointmentOrthopedicConsultation.json	776	1	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	5	14	0	0	0	0	0	0	0
fsh-generated/resources/CapabilityStatement-ChUmzhConnectCapabilityStatement.json	21736	3	0	0	9	0	0	0	3	82	0	0	0	0	0	0	0	0	0	0	116	208	0	0	0	0	4	0	1
fsh-generated/resources/Condition-HeartFailureHFrEF.json	820	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7	13	0	0	0	0	0	0	0
fsh-generated/resources/Condition-SarcomaKnee.json	594	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0
fsh-generated/resources/Condition-SuspectedACLRupture.json	799	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0
fsh-generated/resources/Coverage-CoverageMeier.json	1201	1	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	8	15	0	0	0	0	0	0	0
fsh-generated/resources/DocumentReference-DocCardiologyAttachment.json	86115	2	0	0	0	0	0	0	0	693	0	0	0	0	0	0	0	0	0	0	143	103	0	0	0	0	0	0	0
fsh-generated/resources/DocumentReference-DocDischargeReportOrthopedics.json	93064	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	122	16	0	0	0	0	0	0	0
fsh-generated/resources/Endpoint-EndpointFulfiller.json	599	1	0	0	1	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	5	7	0	0	0	0	0	0	0
fsh-generated/resources/Endpoint-EndpointPlacer.json	587	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0
fsh-generated/resources/HealthcareService-HealthcareServiceOrthopedicsFulfiller.json	457	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	4	8	0	0	0	0	0	0	0
fsh-generated/resources/HealthcareService-HealthcareServiceTumorboardFulfiller.json	445	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0
fsh-generated/resources/ImagingStudy-ImagingCT.json	501	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	8	0	0	0	0	0	0	0
fsh-generated/resources/ImagingStudy-ImagingPET.json	509	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0
fsh-generated/resources/Medication-MedAspirin.json	871	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0	0
fsh-generated/resources/MedicationStatement-MedicationAspirin.json	987	1	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	6	12	0	0	0	0	0	0	0
fsh-generated/resources/MedicationStatement-MedicationConcor.json	2157	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7	5	0	0	0	0	0	0	0
fsh-generated/resources/MedicationStatement-MedicationEntresto.json	2470	3	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	10	5	0	0	0	0	0	0	0
fsh-generated/resources/Organization-Fulfiller.json	552	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0
fsh-generated/resources/Organization-Placer.json	541	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0
fsh-generated/resources/Patient-PetraMeier.json	945	1	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	6	8	0	0	0	0	0	0	0
fsh-generated/resources/Practitioner-HansMuster.json	269	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0
fsh-generated/resources/PractitionerRole-HansMusterRole.json	351	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	0	0	0	0
fsh-generated/resources/Questionnaire-QuestionnaireSmokingStatus.json	1225	2	0	0	0	0	0	0	0	17	0	0	0	0	1	0	0	0	0	0	15	15	0	0	0	0	1	0	0
fsh-generated/resources/QuestionnaireResponse-QuestionnaireResponseSmokingStatus.json	1025	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	13	14	0	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-ch-umzhconnectig-servicerequest-insurance.json	556	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0	0
